Administrador,Usuario,botón correcto,tiempo de interacción,mini juego,número de interacción,color presionado,dificultad,fecha,Juego,auto push,tiempo de lección,tiempo de sesión
nicolas,NICOLAS,1.0,5.399169,1,1.0,0,0,25/01/2024 09:26:42 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,1.2834,1,2.0,3,0,25/01/2024 09:26:46 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,1.0,2.700226,1,3.0,1,0,25/01/2024 09:26:48 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,3.050262,1,4.0,1,0,25/01/2024 09:26:57 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,4.750256,1,5.0,1,0,25/01/2024 09:26:58 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,7.400463,1,6.0,1,0,25/01/2024 09:27:01 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,13.16735,1,7.0,1,0,25/01/2024 09:27:07 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,1.0,22.46778,1,8.0,4,0,25/01/2024 09:27:16 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,14.51718,1,9.0,1,0,25/01/2024 09:27:37 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,15.61735,1,10.0,0,0,25/01/2024 09:27:38 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,16.80135,1,11.0,1,0,25/01/2024 09:27:39 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,1.0,18.16748,1,12.0,3,0,25/01/2024 09:27:40 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,9.223312,1,1.0,0,0,25/01/2024 09:27:40 a. m.,0,0.0,63.80254,0.0
nicolas,NICOLAS,0.0,9.223312,0,1.0,0,0,25/01/2024 09:28:28 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,1.0,10.40688,0,2.0,0,0,25/01/2024 09:28:29 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,1.184384,0,3.0,3,0,25/01/2024 09:28:31 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,1.0,4.400641,0,4.0,3,0,25/01/2024 09:28:34 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,2.050367,0,5.0,0,0,25/01/2024 09:28:37 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,1.0,2.534215,0,6.0,0,0,25/01/2024 09:28:37 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,1.0,2.033403,0,7.0,4,0,25/01/2024 09:28:40 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,21.19685,0,1.0,3,0,25/01/2024 09:28:40 a. m.,0,0.0,21.64027,0.0
nicolas,NICOLAS,0.0,21.19685,2,1.0,3,0,25/01/2024 09:30:06 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,1.0,27.01376,2,2.0,3,0,25/01/2024 09:30:12 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,1.0,2.066363,2,3.0,4,0,25/01/2024 09:30:16 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,0.1333601,2,4.0,3,0,25/01/2024 09:30:19 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,1.0,1.750274,2,5.0,3,0,25/01/2024 09:30:20 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,1.0,0.6000757,2,6.0,4,0,25/01/2024 09:30:24 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,1.0,5.166974,2,1.0,3,0,25/01/2024 09:30:26 a. m.,0,0.0,40.84766,0.0
nicolas,NICOLAS,1.0,5.166974,3,1.0,3,0,25/01/2024 09:31:29 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,5.750237,3,2.0,3,0,25/01/2024 09:31:41 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,1.0,13.03398,3,3.0,0,0,25/01/2024 09:31:48 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,1.0,2.067,3,4.0,1,0,25/01/2024 09:31:56 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,0.9999382,3,5.0,4,0,25/01/2024 09:32:03 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,7.867492,3,6.0,4,0,25/01/2024 09:32:10 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,17.91809,3,7.0,1,0,25/01/2024 09:32:20 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,31.38541,3,8.0,4,0,25/01/2024 09:32:34 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,31.60169,3,9.0,1,0,25/01/2024 09:32:34 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,32.50167,3,10.0,1,0,25/01/2024 09:32:35 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,44.21878,3,11.0,1,0,25/01/2024 09:32:46 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,1.0,45.069,3,12.0,0,0,25/01/2024 09:32:47 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,28.46784,3,1.0,4,0,25/01/2024 09:32:52 a. m.,0,0.0,89.45854,0.0
nicolas,NICOLAS,0.0,28.46784,8,1.0,4,0,25/01/2024 09:34:21 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,44.03531,8,2.0,4,0,25/01/2024 09:34:37 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,44.68526,8,3.0,4,0,25/01/2024 09:34:37 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,50.48578,8,4.0,4,0,25/01/2024 09:34:43 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,1.0,54.7361,8,5.0,4,0,25/01/2024 09:34:47 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,1.0,40.86897,8,6.0,0,0,25/01/2024 09:35:40 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,44.31938,8,7.0,3,0,25/01/2024 09:36:36 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,1.0,69.77039,8,8.0,3,0,25/01/2024 09:37:02 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,1.0,10.95004,8,9.0,3,0,25/01/2024 09:37:24 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,3.221607,8,1.0,1,0,25/01/2024 09:37:32 a. m.,0,0.0,223.8063,0.0
nicolas,NICOLAS,0.0,3.221607,0,1.0,1,1,25/01/2024 09:38:56 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,1.0,4.150063,0,2.0,4,1,25/01/2024 09:39:06 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,6.617437,0,3.0,3,1,25/01/2024 09:39:22 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,7.45023,0,4.0,3,1,25/01/2024 09:39:23 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,0.6334368,0,5.0,3,1,25/01/2024 09:39:25 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,8.800414,0,6.0,4,1,25/01/2024 09:39:51 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,7.633595,0,7.0,4,1,25/01/2024 09:39:59 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,1.0,7.883645,0,8.0,4,1,25/01/2024 09:39:59 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,3.250587,0,9.0,1,1,25/01/2024 09:40:03 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,1.0,5.116871,0,10.0,1,1,25/01/2024 09:40:05 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,1.0,1.050508,0,11.0,0,1,25/01/2024 09:40:06 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,1.0,1.433431,0,12.0,1,1,25/01/2024 09:40:08 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,2.933734,0,1.0,4,1,25/01/2024 09:40:08 a. m.,0,0.0,75.27444,0.0
nicolas,NICOLAS,0.0,2.933734,2,1.0,4,1,25/01/2024 09:41:13 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,7.383062,2,2.0,1,1,25/01/2024 09:41:30 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,0.9666955,2,3.0,3,1,25/01/2024 09:41:31 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,2.950199,2,4.0,3,1,25/01/2024 09:41:33 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,5.084059,2,5.0,3,1,25/01/2024 09:41:35 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,5.284149,2,6.0,3,1,25/01/2024 09:41:36 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,6.166891,2,7.0,3,1,25/01/2024 09:41:37 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,1.201231,2,8.0,1,1,25/01/2024 09:41:40 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,1.0,7.250793,2,9.0,1,1,25/01/2024 09:42:09 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,0.8340555,2,10.0,4,1,25/01/2024 09:42:12 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,1.0,6.584575,2,11.0,4,1,25/01/2024 09:42:18 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,0.3166642,2,12.0,3,1,25/01/2024 09:42:20 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,1.0,2.016954,2,13.0,3,1,25/01/2024 09:42:22 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,0.2667844,2,14.0,1,1,25/01/2024 09:42:25 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,1.0,2.000757,2,15.0,1,1,25/01/2024 09:42:27 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,1.0,0.5496637,2,16.0,0,1,25/01/2024 09:42:30 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,1.266624,2,1.0,4,1,25/01/2024 09:42:32 a. m.,0,0.0,81.82156,0.0
nicolas,NICOLAS,0.0,1.266624,3,1.0,4,1,25/01/2024 09:43:26 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,2.83391,3,2.0,4,1,25/01/2024 09:43:27 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,4.000459,3,3.0,4,1,25/01/2024 09:43:28 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,4.400567,3,4.0,4,1,25/01/2024 09:43:29 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,10.76693,3,5.0,4,1,25/01/2024 09:43:35 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,11.4672,3,6.0,4,1,25/01/2024 09:43:36 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,11.98376,3,7.0,4,1,25/01/2024 09:43:36 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,24.08447,3,8.0,4,1,25/01/2024 09:43:48 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,25.31777,3,9.0,4,1,25/01/2024 09:43:50 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,27.08526,3,10.0,4,1,25/01/2024 09:43:51 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,1.0,36.41836,3,11.0,1,1,25/01/2024 09:44:01 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,36.41836,3,12.0,1,1,25/01/2024 09:44:01 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,44.71867,3,13.0,1,1,25/01/2024 09:44:10 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,46.68619,3,14.0,4,1,25/01/2024 09:44:12 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,47.70323,3,15.0,0,1,25/01/2024 09:44:13 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,48.83553,3,16.0,1,1,25/01/2024 09:44:14 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,49.70235,3,17.0,4,1,25/01/2024 09:44:15 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,50.60291,3,18.0,4,1,25/01/2024 09:44:16 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,1.0,51.5524,3,19.0,3,1,25/01/2024 09:44:17 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,1.249387,3,20.0,4,1,25/01/2024 09:44:22 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,2.349434,3,21.0,4,1,25/01/2024 09:44:24 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,1.0,3.266232,3,22.0,0,1,25/01/2024 09:44:24 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,1.483814,3,23.0,1,1,25/01/2024 09:44:31 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,1.0,2.150321,3,24.0,3,1,25/01/2024 09:44:31 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,1.0,1.100005,3,25.0,1,1,25/01/2024 09:44:37 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,17.16682,3,26.0,1,1,25/01/2024 09:44:59 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,17.95112,3,27.0,1,1,25/01/2024 09:45:00 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,1.0,68.08656,3,28.0,0,1,25/01/2024 09:45:50 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,68.08656,3,29.0,4,1,25/01/2024 09:45:50 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,1.0,71.83652,3,30.0,3,1,25/01/2024 09:45:54 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,0.4000233,3,1.0,3,1,25/01/2024 09:45:57 a. m.,0,0.0,153.793,0.0
nicolas,NICOLAS,0.0,0.4000233,8,1.0,3,1,25/01/2024 09:47:30 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,2.633216,8,2.0,3,1,25/01/2024 09:47:32 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,3.083282,8,3.0,3,1,25/01/2024 09:47:33 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,3.116283,8,4.0,3,1,25/01/2024 09:47:33 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,3.883272,8,5.0,3,1,25/01/2024 09:47:33 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,4.033569,8,6.0,3,1,25/01/2024 09:47:33 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,5.033298,8,7.0,3,1,25/01/2024 09:47:34 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,4.766874,8,8.0,1,1,25/01/2024 09:47:48 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,0.0,8,1.0,0,1,25/01/2024 09:48:17 a. m.,0,0.0,76.45556,1330.133
nicolas,NICOLAS,0.0,0.0,12,1.0,0,1,25/01/2024 09:48:17 a. m.,0,0.0,0.0,1330.133
AUSTIN,AUSTIN,0.0,0.0,12,1.0,0,0,25/01/2024 01:23:08 p. m.,1,0.0,0.0,0.0
AUSTIN,AUSTIN,0.0,10.23588,12,2.0,0,0,25/01/2024 01:23:19 p. m.,1,0.0,0.0,0.0
AUSTIN,AUSTIN,0.0,11.93589,12,3.0,0,0,25/01/2024 01:23:20 p. m.,1,0.0,0.0,0.0
AUSTIN,AUSTIN,1.0,16.58507,12,4.0,0,0,25/01/2024 01:23:22 p. m.,1,0.0,0.0,0.0
AUSTIN,AUSTIN,1.0,16.33259,12,5.0,0,0,25/01/2024 01:23:47 p. m.,1,0.0,0.0,0.0
AUSTIN,AUSTIN,0.0,20.46757,12,6.0,0,0,25/01/2024 01:24:07 p. m.,1,0.0,0.0,0.0
AUSTIN,AUSTIN,0.0,25.01775,12,7.0,0,0,25/01/2024 01:24:12 p. m.,1,0.0,0.0,0.0
AUSTIN,AUSTIN,1.0,15.08388,12,8.0,0,0,25/01/2024 01:24:12 p. m.,1,0.0,0.0,0.0
AUSTIN,AUSTIN,0.0,19.00101,12,9.0,0,0,25/01/2024 01:24:31 p. m.,1,0.0,0.0,0.0
AUSTIN,AUSTIN,0.0,21.28441,12,10.0,0,0,25/01/2024 01:24:33 p. m.,1,0.0,0.0,0.0
AUSTIN,AUSTIN,0.0,34.15228,12,11.0,0,0,25/01/2024 01:24:46 p. m.,1,0.0,0.0,0.0
AUSTIN,AUSTIN,1.0,25.98473,12,12.0,0,0,25/01/2024 01:24:48 p. m.,1,0.0,0.0,0.0
AUSTIN,AUSTIN,0.0,0.0,12,1.0,3,0,25/01/2024 01:24:58 p. m.,1,0.0,113.0275,0.0
AUSTIN,AUSTIN,0.0,0.0,9,1.0,3,0,25/01/2024 01:26:22 p. m.,1,0.0,0.0,0.0
AUSTIN,AUSTIN,1.0,43.69393,9,2.0,1,0,25/01/2024 01:26:23 p. m.,1,0.0,0.0,0.0
AUSTIN,AUSTIN,0.0,11.60069,9,3.0,4,0,25/01/2024 01:26:34 p. m.,1,0.0,0.0,0.0
AUSTIN,AUSTIN,0.0,23.9683,9,4.0,3,0,25/01/2024 01:26:47 p. m.,1,0.0,0.0,0.0
AUSTIN,AUSTIN,0.0,29.31837,9,5.0,3,0,25/01/2024 01:26:52 p. m.,1,0.0,0.0,0.0
AUSTIN,AUSTIN,0.0,30.38532,9,6.0,3,0,25/01/2024 01:26:53 p. m.,1,0.0,0.0,0.0
AUSTIN,AUSTIN,0.0,30.78531,9,7.0,4,0,25/01/2024 01:26:54 p. m.,1,0.0,0.0,0.0
AUSTIN,AUSTIN,0.0,46.52397,9,8.0,3,0,25/01/2024 01:27:09 p. m.,1,0.0,0.0,0.0
AUSTIN,AUSTIN,0.0,46.80275,9,9.0,4,0,25/01/2024 01:27:10 p. m.,1,0.0,0.0,0.0
AUSTIN,AUSTIN,1.0,49.57991,9,10.0,1,0,25/01/2024 01:27:19 p. m.,1,1.0,0.0,0.0
AUSTIN,AUSTIN,0.0,9.433975,9,11.0,3,0,25/01/2024 01:27:29 p. m.,1,0.0,0.0,0.0
AUSTIN,AUSTIN,1.0,2.910259,9,12.0,1,0,25/01/2024 01:27:29 p. m.,1,0.0,0.0,0.0
AUSTIN,AUSTIN,1.0,34.84186,9,13.0,1,0,25/01/2024 01:28:10 p. m.,1,0.0,0.0,0.0
AUSTIN,AUSTIN,1.0,33.45953,9,1.0,4,0,25/01/2024 01:28:17 p. m.,1,0.0,157.9007,0.0
AUSTIN,AUSTIN,1.0,33.45953,10,1.0,4,0,25/01/2024 01:29:28 p. m.,1,0.0,0.0,0.0
AUSTIN,AUSTIN,0.0,0.0,10,2.0,0,0,25/01/2024 01:29:50 p. m.,1,0.0,0.0,0.0
AUSTIN,AUSTIN,0.0,0.0,10,3.0,1,0,25/01/2024 01:29:50 p. m.,1,0.0,0.0,0.0
AUSTIN,AUSTIN,0.0,0.0,10,4.0,3,0,25/01/2024 01:29:52 p. m.,1,0.0,0.0,0.0
AUSTIN,AUSTIN,1.0,19.61753,10,5.0,4,0,25/01/2024 01:29:53 p. m.,1,0.0,0.0,0.0
AUSTIN,AUSTIN,1.0,17.01717,10,6.0,4,0,25/01/2024 01:30:15 p. m.,1,0.0,0.0,0.0
AUSTIN,AUSTIN,1.0,20.01748,10,7.0,4,0,25/01/2024 01:30:40 p. m.,1,0.0,0.0,0.0
AUSTIN,AUSTIN,1.0,15.7696,10,1.0,3,0,25/01/2024 01:30:46 p. m.,1,0.0,111.361,0.0
AUSTIN,AUSTIN,1.0,15.7696,11,1.0,3,0,25/01/2024 01:31:42 p. m.,1,0.0,0.0,0.0
AUSTIN,AUSTIN,1.0,30.06816,11,2.0,3,0,25/01/2024 01:32:18 p. m.,1,0.0,0.0,0.0
AUSTIN,AUSTIN,1.0,23.5028,11,3.0,3,0,25/01/2024 01:32:47 p. m.,1,0.0,0.0,0.0
AUSTIN,AUSTIN,1.0,41.30243,11,4.0,3,0,25/01/2024 01:33:34 p. m.,1,1.0,0.0,0.0
AUSTIN,AUSTIN,1.0,10.6663,11,1.0,1,0,25/01/2024 01:33:40 p. m.,1,0.0,133.9073,0.0
AUSTIN,AUSTIN,1.0,10.6663,12,1.0,1,1,25/01/2024 01:34:53 p. m.,1,0.0,0.0,0.0
AUSTIN,AUSTIN,1.0,7.134102,12,2.0,1,1,25/01/2024 01:35:08 p. m.,1,0.0,0.0,0.0
AUSTIN,AUSTIN,0.0,26.96775,12,3.0,1,1,25/01/2024 01:35:35 p. m.,1,0.0,0.0,0.0
AUSTIN,AUSTIN,1.0,26.18355,12,4.0,1,1,25/01/2024 01:35:42 p. m.,1,0.0,0.0,0.0
AUSTIN,AUSTIN,1.0,36.80367,12,5.0,1,1,25/01/2024 01:36:29 p. m.,1,0.0,0.0,0.0
AUSTIN,AUSTIN,1.0,12.12303,12,1.0,0,1,25/01/2024 01:36:39 p. m.,1,0.0,116.7388,0.0
AUSTIN,AUSTIN,1.0,12.12303,9,1.0,0,1,25/01/2024 01:37:29 p. m.,1,0.0,0.0,0.0
AUSTIN,AUSTIN,0.0,52.38536,9,2.0,3,1,25/01/2024 01:38:22 p. m.,1,0.0,0.0,0.0
AUSTIN,AUSTIN,1.0,47.41433,9,3.0,0,1,25/01/2024 01:38:25 p. m.,1,0.0,0.0,0.0
AUSTIN,AUSTIN,0.0,48.1528,9,4.0,1,1,25/01/2024 01:39:13 p. m.,1,0.0,0.0,0.0
AUSTIN,AUSTIN,1.0,40.14791,9,5.0,0,1,25/01/2024 01:39:13 p. m.,1,0.0,0.0,0.0
AUSTIN,AUSTIN,1.0,16.44389,9,6.0,0,1,25/01/2024 01:39:37 p. m.,1,0.0,0.0,0.0
AUSTIN,AUSTIN,1.0,44.84188,9,1.0,4,1,25/01/2024 01:39:45 p. m.,1,1.0,147.7131,0.0
AUSTIN,AUSTIN,1.0,44.84188,10,1.0,4,1,25/01/2024 01:41:08 p. m.,1,1.0,0.0,0.0
AUSTIN,AUSTIN,0.0,0.0,10,2.0,3,1,25/01/2024 01:41:12 p. m.,1,0.0,0.0,0.0
AUSTIN,AUSTIN,1.0,10.55807,10,1.0,0,1,25/01/2024 01:41:18 p. m.,1,0.0,51.51018,1133.696
AUSTIN,AUSTIN,1.0,10.55807,1,1.0,0,1,25/01/2024 01:41:18 p. m.,1,0.0,0.0,1133.696
LEONARDO,LEONARDO,1.0,10.55807,1,1.0,0,0,25/01/2024 02:09:54 p. m.,0,0.0,0.0,0.0
LEONARDO,LEONARDO,0.0,1.249828,1,2.0,0,0,25/01/2024 02:09:58 p. m.,0,0.0,0.0,0.0
LEONARDO,LEONARDO,1.0,1.866516,1,3.0,1,0,25/01/2024 02:09:58 p. m.,0,0.0,0.0,0.0
LEONARDO,LEONARDO,0.0,10.09982,1,4.0,3,0,25/01/2024 02:10:15 p. m.,0,0.0,0.0,0.0
LEONARDO,LEONARDO,0.0,17.8171,1,5.0,3,0,25/01/2024 02:10:22 p. m.,0,0.0,0.0,0.0
LEONARDO,LEONARDO,1.0,19.53437,1,6.0,4,0,25/01/2024 02:10:24 p. m.,0,0.0,0.0,0.0
LEONARDO,LEONARDO,1.0,9.30055,1,7.0,3,0,25/01/2024 02:10:39 p. m.,0,0.0,0.0,0.0
LEONARDO,LEONARDO,1.0,6.65722,1,1.0,1,0,25/01/2024 02:10:39 p. m.,0,0.0,56.3274,0.0
LEONARDO,LEONARDO,1.0,6.65722,0,1.0,1,0,25/01/2024 02:11:24 p. m.,0,0.0,0.0,0.0
LEONARDO,LEONARDO,0.0,2.999704,0,2.0,3,0,25/01/2024 02:11:28 p. m.,0,0.0,0.0,0.0
LEONARDO,LEONARDO,1.0,3.749634,0,3.0,3,0,25/01/2024 02:11:29 p. m.,0,0.0,0.0,0.0
LEONARDO,LEONARDO,1.0,2.883984,0,4.0,4,0,25/01/2024 02:11:32 p. m.,0,0.0,0.0,0.0
LEONARDO,LEONARDO,1.0,2.550049,0,5.0,1,0,25/01/2024 02:11:35 p. m.,0,0.0,0.0,0.0
LEONARDO,LEONARDO,1.0,5.327582,0,1.0,0,0,25/01/2024 02:11:36 p. m.,0,0.0,18.10758,0.0
LEONARDO,LEONARDO,1.0,5.327582,2,1.0,0,0,25/01/2024 02:12:46 p. m.,0,0.0,0.0,0.0
LEONARDO,LEONARDO,0.0,5.327582,2,2.0,0,0,25/01/2024 02:12:46 p. m.,0,0.0,0.0,0.0
LEONARDO,LEONARDO,1.0,8.283599,2,3.0,4,0,25/01/2024 02:12:56 p. m.,0,0.0,0.0,0.0
LEONARDO,LEONARDO,1.0,1.967141,2,4.0,3,0,25/01/2024 02:13:01 p. m.,0,0.0,0.0,0.0
LEONARDO,LEONARDO,0.0,1.483336,2,5.0,1,0,25/01/2024 02:13:05 p. m.,0,0.0,0.0,0.0
LEONARDO,LEONARDO,0.0,2.383705,2,6.0,1,0,25/01/2024 02:13:06 p. m.,0,0.0,0.0,0.0
LEONARDO,LEONARDO,1.0,2.833506,2,7.0,1,0,25/01/2024 02:13:06 p. m.,0,0.0,0.0,0.0
LEONARDO,LEONARDO,1.0,11.01803,2,1.0,1,0,25/01/2024 02:13:08 p. m.,0,0.0,27.81203,0.0
LEONARDO,LEONARDO,1.0,11.01803,3,1.0,1,0,25/01/2024 02:14:17 p. m.,0,0.0,0.0,0.0
LEONARDO,LEONARDO,1.0,0.2512522,3,2.0,0,0,25/01/2024 02:14:23 p. m.,0,0.0,0.0,0.0
LEONARDO,LEONARDO,0.0,1.98388,3,3.0,4,0,25/01/2024 02:14:31 p. m.,0,0.0,0.0,0.0
LEONARDO,LEONARDO,1.0,4.217167,3,4.0,3,0,25/01/2024 02:14:33 p. m.,0,0.0,0.0,0.0
LEONARDO,LEONARDO,1.0,1.917108,3,5.0,4,0,25/01/2024 02:14:41 p. m.,0,0.0,0.0,0.0
LEONARDO,LEONARDO,1.0,7.083518,3,1.0,1,0,25/01/2024 02:14:46 p. m.,0,0.0,41.55801,0.0
LEONARDO,LEONARDO,1.0,7.083518,8,1.0,1,0,25/01/2024 02:15:54 p. m.,0,0.0,0.0,0.0
LEONARDO,LEONARDO,0.0,4.333547,8,2.0,0,0,25/01/2024 02:16:10 p. m.,0,0.0,0.0,0.0
LEONARDO,LEONARDO,0.0,13.46773,8,3.0,0,0,25/01/2024 02:16:19 p. m.,0,0.0,0.0,0.0
LEONARDO,LEONARDO,0.0,16.95138,8,4.0,0,0,25/01/2024 02:16:23 p. m.,0,0.0,0.0,0.0
LEONARDO,LEONARDO,0.0,23.53463,8,5.0,0,0,25/01/2024 02:16:29 p. m.,0,0.0,0.0,0.0
LEONARDO,LEONARDO,0.0,24.68479,8,6.0,0,0,25/01/2024 02:16:30 p. m.,0,0.0,0.0,0.0
LEONARDO,LEONARDO,0.0,28.85158,8,7.0,0,0,25/01/2024 02:16:34 p. m.,0,0.0,0.0,0.0
LEONARDO,LEONARDO,1.0,33.3518,8,8.0,0,0,25/01/2024 02:16:39 p. m.,0,0.0,0.0,0.0
LEONARDO,LEONARDO,1.0,3.23364,8,9.0,4,0,25/01/2024 02:16:54 p. m.,0,0.0,0.0,0.0
LEONARDO,LEONARDO,0.0,12.10013,8,10.0,1,0,25/01/2024 02:17:18 p. m.,0,0.0,0.0,0.0
