Administrador,Usuario,botón correcto,tiempo de interacción,mini juego,número de interacción,color presionado,dificultad,fecha,Juego,auto push,tiempo de lección,tiempo de sesión
ALEIDA,ADRIAN,1.0,3.683053,2,2.0,4,2,05/03/2024 11:54:33 a. m.,0,0.0,0.0,0.0
ALEIDA,ADRIAN,1.0,4.950198,2,3.0,4,2,05/03/2024 11:54:46 a. m.,0,0.0,0.0,0.0
ALEIDA,ADRIAN,1.0,3.499543,2,4.0,1,2,05/03/2024 11:54:52 a. m.,0,0.0,0.0,0.0
ALEIDA,ADRIAN,1.0,2.733629,2,5.0,4,2,05/03/2024 11:54:57 a. m.,0,0.0,0.0,0.0
ALEIDA,ADRIAN,0.0,0.8667654,2,1.0,1,2,05/03/2024 11:54:59 a. m.,0,0.0,41.56725,0.0
ALEIDA,ADRIAN,0.0,0.8667654,3,1.0,1,2,05/03/2024 11:55:57 a. m.,0,0.0,0.0,0.0
ALEIDA,ADRIAN,1.0,5.067077,3,2.0,4,2,05/03/2024 11:56:01 a. m.,0,0.0,0.0,0.0
ALEIDA,ADRIAN,0.0,9.500468,3,3.0,3,2,05/03/2024 11:56:15 a. m.,0,0.0,0.0,0.0
ALEIDA,ADRIAN,0.0,15.66829,3,4.0,1,2,05/03/2024 11:56:21 a. m.,0,0.0,0.0,0.0
ALEIDA,ADRIAN,1.0,16.50095,3,5.0,4,2,05/03/2024 11:56:22 a. m.,0,0.0,0.0,0.0
ALEIDA,ADRIAN,0.0,11.35071,3,6.0,4,2,05/03/2024 11:56:37 a. m.,0,0.0,0.0,0.0
ALEIDA,ADRIAN,0.0,12.68404,3,7.0,4,2,05/03/2024 11:56:39 a. m.,0,0.0,0.0,0.0
ALEIDA,ADRIAN,0.0,13.60082,3,8.0,4,2,05/03/2024 11:56:39 a. m.,0,0.0,0.0,0.0
ALEIDA,ADRIAN,0.0,17.11772,3,9.0,0,2,05/03/2024 11:56:43 a. m.,0,0.0,0.0,0.0
ALEIDA,ADRIAN,1.0,18.90123,3,10.0,3,2,05/03/2024 11:56:45 a. m.,0,0.0,0.0,0.0
ALEIDA,ADRIAN,1.0,18.90123,3,11.0,3,2,05/03/2024 11:56:48 a. m.,0,0.0,0.0,0.0
ALEIDA,ADRIAN,0.0,18.90123,3,12.0,1,2,05/03/2024 11:56:59 a. m.,0,0.0,0.0,0.0
ALEIDA,ADRIAN,0.0,19.73445,3,13.0,1,2,05/03/2024 11:57:00 a. m.,0,0.0,0.0,0.0
ALEIDA,ADRIAN,0.0,37.23529,3,14.0,0,2,05/03/2024 11:57:18 a. m.,0,0.0,0.0,0.0
ALEIDA,ADRIAN,0.0,40.31895,3,15.0,0,2,05/03/2024 11:57:21 a. m.,0,0.0,0.0,0.0
ALEIDA,ADRIAN,0.0,42.40256,3,16.0,0,2,05/03/2024 11:57:23 a. m.,0,0.0,0.0,0.0
ALEIDA,ADRIAN,0.0,43.60234,3,17.0,4,2,05/03/2024 11:57:24 a. m.,0,0.0,0.0,0.0
ALEIDA,ADRIAN,0.0,57.73661,3,18.0,1,2,05/03/2024 11:57:38 a. m.,0,0.0,0.0,0.0
ALEIDA,ADRIAN,0.0,59.00427,3,19.0,1,2,05/03/2024 11:57:39 a. m.,0,0.0,0.0,0.0
ALEIDA,ADRIAN,1.0,63.28695,3,20.0,3,2,05/03/2024 11:57:44 a. m.,0,0.0,0.0,0.0
ALEIDA,ADRIAN,1.0,20.15093,3,21.0,1,2,05/03/2024 11:58:08 a. m.,0,0.0,0.0,0.0
ALEIDA,ADRIAN,0.0,53.70318,3,1.0,3,2,05/03/2024 11:59:19 a. m.,0,0.0,0.0,0.0
ALEIDA,ADRIAN,0.0,54.92004,3,2.0,3,2,05/03/2024 11:59:20 a. m.,0,0.0,0.0,0.0
ALEIDA,ADRIAN,0.0,55.7375,3,3.0,1,2,05/03/2024 11:59:21 a. m.,0,0.0,0.0,0.0
ALEIDA,ADRIAN,0.0,56.18756,3,4.0,1,2,05/03/2024 11:59:21 a. m.,0,0.0,0.0,0.0
ALEIDA,ADRIAN,0.0,56.53763,3,5.0,1,2,05/03/2024 11:59:22 a. m.,0,0.0,0.0,0.0
ALEIDA,ADRIAN,0.0,57.07012,3,6.0,1,2,05/03/2024 11:59:22 a. m.,0,0.0,0.0,0.0
ALEIDA,ADRIAN,1.0,21.34409,3,1.0,0,2,05/03/2024 11:59:27 a. m.,0,0.0,59.71501,1584.179
ALEIDA,ADRIAN,1.0,21.34409,6,1.0,0,2,05/03/2024 11:59:27 a. m.,0,0.0,0.0,1584.179
ALEIDA,ADRIAN,1.0,21.34409,6,1.0,0,2,05/03/2024 11:59:27 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,1.0,21.34409,9,1.0,0,0,07/03/2024 09:17:21 a. m.,1,0.0,0.0,0.0
nicolas,NICOLAS,0.0,20.38781,9,2.0,3,0,07/03/2024 09:17:42 a. m.,1,0.0,0.0,0.0
nicolas,NICOLAS,0.0,20.40463,9,3.0,4,0,07/03/2024 09:17:42 a. m.,1,0.0,0.0,0.0
nicolas,NICOLAS,1.0,16.85424,9,4.0,1,0,07/03/2024 09:17:45 a. m.,1,0.0,0.0,0.0
nicolas,NICOLAS,1.0,30.03006,9,5.0,4,0,07/03/2024 09:18:22 a. m.,1,0.0,0.0,0.0
nicolas,NICOLAS,0.0,7.227207,9,6.0,0,0,07/03/2024 09:18:30 a. m.,1,0.0,0.0,0.0
nicolas,NICOLAS,0.0,7.227207,9,7.0,0,0,07/03/2024 09:18:31 a. m.,1,0.0,0.0,0.0
nicolas,NICOLAS,0.0,7.227207,9,8.0,0,0,07/03/2024 09:18:32 a. m.,1,0.0,0.0,0.0
nicolas,NICOLAS,0.0,7.227207,9,9.0,0,0,07/03/2024 09:18:33 a. m.,1,0.0,0.0,0.0
nicolas,NICOLAS,0.0,7.227207,9,10.0,0,0,07/03/2024 09:18:33 a. m.,1,0.0,0.0,0.0
nicolas,NICOLAS,0.0,7.227207,9,11.0,0,0,07/03/2024 09:18:34 a. m.,1,0.0,0.0,0.0
nicolas,NICOLAS,0.0,7.227207,9,12.0,0,0,07/03/2024 09:18:35 a. m.,1,0.0,0.0,0.0
nicolas,NICOLAS,0.0,7.227207,9,13.0,0,0,07/03/2024 09:18:36 a. m.,1,0.0,0.0,0.0
nicolas,NICOLAS,0.0,15.76074,9,14.0,1,0,07/03/2024 09:18:50 a. m.,1,0.0,0.0,0.0
nicolas,NICOLAS,1.0,22.12599,9,15.0,3,0,07/03/2024 09:19:03 a. m.,1,0.0,0.0,0.0
nicolas,NICOLAS,1.0,38.25234,9,1.0,3,0,07/03/2024 09:19:10 a. m.,1,0.0,117.8544,0.0
nicolas,NICOLAS,1.0,38.25234,9,1.0,3,1,07/03/2024 09:20:28 a. m.,1,0.0,0.0,0.0
nicolas,NICOLAS,0.0,18.6844,9,2.0,1,1,07/03/2024 09:20:47 a. m.,1,0.0,0.0,0.0
nicolas,NICOLAS,0.0,19.33427,9,3.0,1,1,07/03/2024 09:20:47 a. m.,1,0.0,0.0,0.0
nicolas,NICOLAS,0.0,32.19376,9,4.0,1,1,07/03/2024 09:21:00 a. m.,1,0.0,0.0,0.0
nicolas,NICOLAS,0.0,40.67757,9,5.0,3,1,07/03/2024 09:21:09 a. m.,1,0.0,0.0,0.0
nicolas,NICOLAS,1.0,33.72794,9,6.0,0,1,07/03/2024 09:21:09 a. m.,1,0.0,0.0,0.0
nicolas,NICOLAS,1.0,5.568789,9,1.0,4,1,07/03/2024 09:21:15 a. m.,1,0.0,83.16468,267.4666
nicolas,NICOLAS,1.0,5.568789,0,1.0,4,1,07/03/2024 09:21:15 a. m.,1,0.0,0.0,267.4666
nicolas,NICOLAS,1.0,5.568789,0,1.0,4,3,07/03/2024 09:22:50 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,1.0,1.950226,0,2.0,1,3,07/03/2024 09:22:52 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,1.0,1.150155,0,3.0,1,3,07/03/2024 09:22:53 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,1.100044,0,4.0,0,3,07/03/2024 09:22:55 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,1.0,1.816928,0,5.0,0,3,07/03/2024 09:22:56 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,0.1833247,0,6.0,3,3,07/03/2024 09:22:56 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,0.4169585,0,7.0,3,3,07/03/2024 09:22:57 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,0.8666973,0,8.0,3,3,07/03/2024 09:22:57 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,1.0,2.216594,0,9.0,3,3,07/03/2024 09:22:58 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,4.00017,0,10.0,4,3,07/03/2024 09:23:03 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,4.750288,0,11.0,4,3,07/03/2024 09:23:03 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,5.41694,0,12.0,4,3,07/03/2024 09:23:04 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,1.0,5.700137,0,13.0,4,3,07/03/2024 09:23:04 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,1.083362,0,14.0,0,3,07/03/2024 09:23:06 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,1.0,1.850121,0,15.0,0,3,07/03/2024 09:23:06 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,0.883501,0,16.0,0,3,07/03/2024 09:23:08 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,1.0,5.484334,0,17.0,0,3,07/03/2024 09:23:12 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,1.0,0.3835995,0,1.0,0,3,07/03/2024 09:23:12 a. m.,0,0.0,27.97082,111.1631
nicolas,NICOLAS,1.0,0.3835995,0,1.0,0,3,07/03/2024 09:23:33 a. m.,0,0.0,0.0,111.1631
nicolas,NICOLAS,1.0,0.3835995,0,1.0,0,3,07/03/2024 09:23:57 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,0.1998854,0,2.0,4,3,07/03/2024 09:23:58 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,1.0,0.3331881,0,3.0,4,3,07/03/2024 09:23:58 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,0.3331881,0,4.0,4,3,07/03/2024 09:23:58 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,0.5338755,0,5.0,4,3,07/03/2024 09:23:58 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,0.1497666,0,6.0,4,3,07/03/2024 09:24:06 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,6.03262,0,7.0,4,3,07/03/2024 09:24:12 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,6.216032,0,8.0,4,3,07/03/2024 09:24:12 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,6.983151,0,9.0,4,3,07/03/2024 09:24:13 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,1.0,0.0633988,0,1.0,1,3,07/03/2024 09:24:28 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,1.0,0.6659573,0,2.0,4,3,07/03/2024 09:24:30 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,4.606529,0,1.0,1,3,07/03/2024 09:24:37 a. m.,0,0.0,2.981336,47.26016
nicolas,NICOLAS,0.0,4.606529,4,1.0,1,3,07/03/2024 09:24:38 a. m.,0,0.0,0.0,47.26016
nicolas,NICOLAS,0.0,4.606529,4,1.0,1,3,07/03/2024 09:24:38 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,4.606529,0,1.0,1,3,07/03/2024 09:25:44 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,2.366031,0,2.0,4,3,07/03/2024 09:27:12 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,3.349543,0,3.0,4,3,07/03/2024 09:27:13 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,1.0,4.149588,0,4.0,4,3,07/03/2024 09:27:13 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,1.0,1.566724,0,5.0,4,3,07/03/2024 09:27:15 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,1.433766,0,6.0,1,3,07/03/2024 09:27:17 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,3.817014,0,7.0,1,3,07/03/2024 09:27:19 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,1.0,3.834034,0,8.0,1,3,07/03/2024 09:27:19 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,1.0,5.633987,0,9.0,3,3,07/03/2024 09:27:25 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,1.0,1.317424,0,10.0,0,3,07/03/2024 09:27:26 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,0.1669319,0,11.0,3,3,07/03/2024 09:27:27 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,0.4830517,0,12.0,3,3,07/03/2024 09:27:27 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,0.8833187,0,13.0,3,3,07/03/2024 09:27:28 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,1.233664,0,14.0,3,3,07/03/2024 09:27:28 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,1.616418,0,15.0,3,3,07/03/2024 09:27:29 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,1.949672,0,16.0,3,3,07/03/2024 09:27:29 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,2.814219,0,17.0,3,3,07/03/2024 09:27:30 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,3.164619,0,18.0,3,3,07/03/2024 09:27:30 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,1.0,5.097736,0,19.0,3,3,07/03/2024 09:27:32 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,2.616817,0,20.0,3,3,07/03/2024 09:27:35 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,1.0,4.250323,0,21.0,3,3,07/03/2024 09:27:36 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,1.0,0.7839484,0,22.0,0,3,07/03/2024 09:27:37 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,1.0,7.429037,0,1.0,3,3,07/03/2024 09:27:38 a. m.,0,0.0,42.90635,89.54807
nicolas,NICOLAS,1.0,7.429037,2,1.0,3,3,07/03/2024 09:27:59 a. m.,0,0.0,0.0,89.54807
nicolas,NICOLAS,1.0,7.429037,2,1.0,3,3,07/03/2024 09:28:49 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,4.766865,2,2.0,2,3,07/03/2024 09:29:10 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,1.0,4.150212,2,3.0,0,3,07/03/2024 09:29:16 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,3.100189,2,4.0,0,3,07/03/2024 09:29:29 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,4.367028,2,5.0,0,3,07/03/2024 09:29:30 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,5.033514,2,6.0,0,3,07/03/2024 09:29:31 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,5.667813,2,7.0,0,3,07/03/2024 09:29:31 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,9.800743,2,8.0,0,3,07/03/2024 09:29:36 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,13.40079,2,9.0,0,3,07/03/2024 09:29:39 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,13.58487,2,10.0,0,3,07/03/2024 09:29:39 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,14.18417,2,11.0,0,3,07/03/2024 09:29:40 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,16.36793,2,12.0,0,3,07/03/2024 09:29:42 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,1.0,19.55179,2,13.0,0,3,07/03/2024 09:29:45 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,4.266622,2,14.0,2,3,07/03/2024 09:29:52 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,4.600378,2,15.0,3,3,07/03/2024 09:29:58 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,1.0,8.533937,2,16.0,3,3,07/03/2024 09:30:02 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,1.0,1.533686,2,17.0,3,3,07/03/2024 09:30:06 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,1.0,2.016925,2,1.0,3,3,07/03/2024 09:30:08 a. m.,0,0.0,86.15079,145.3488
nicolas,NICOLAS,1.0,2.016925,3,1.0,3,3,07/03/2024 09:30:35 a. m.,0,0.0,0.0,145.3488
nicolas,NICOLAS,1.0,2.016925,3,1.0,3,2,07/03/2024 09:32:57 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,0.6834193,3,2.0,4,2,07/03/2024 09:33:02 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,2.583548,3,3.0,3,2,07/03/2024 09:33:04 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,3.117592,3,4.0,4,2,07/03/2024 09:33:05 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,4.584546,3,5.0,3,2,07/03/2024 09:33:06 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,4.917506,3,6.0,4,2,07/03/2024 09:33:06 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,5.333551,3,7.0,1,2,07/03/2024 09:33:07 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,8.350563,3,8.0,4,2,07/03/2024 09:33:10 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,9.466997,3,9.0,3,2,07/03/2024 09:33:11 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,20.05111,3,10.0,4,2,07/03/2024 09:33:21 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,20.98458,3,11.0,4,2,07/03/2024 09:33:22 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,22.80142,3,12.0,3,2,07/03/2024 09:33:24 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,27.0683,3,13.0,4,2,07/03/2024 09:33:29 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,1.0,27.58571,3,14.0,0,2,07/03/2024 09:33:29 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,1.533096,3,15.0,3,2,07/03/2024 09:33:35 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,4.350385,3,16.0,0,2,07/03/2024 09:33:38 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,4.367098,3,17.0,1,2,07/03/2024 09:33:38 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,5.283685,3,18.0,3,2,07/03/2024 09:33:39 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,1.0,6.200906,3,19.0,4,2,07/03/2024 09:33:39 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,2.816451,3,1.0,4,2,07/03/2024 09:34:00 a. m.,0,0.0,62.94213,90.51703
nicolas,NICOLAS,0.0,2.816451,6,1.0,4,2,07/03/2024 09:34:00 a. m.,0,0.0,0.0,90.51703
nicolas,NICOLAS,0.0,2.816451,6,1.0,4,2,07/03/2024 09:34:00 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,2.816451,3,1.0,4,0,07/03/2024 09:34:39 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,1.0,3.533585,3,2.0,3,0,07/03/2024 09:34:39 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,1.0,1.533525,3,3.0,0,0,07/03/2024 09:34:47 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,1.0,1.149938,3,4.0,4,0,07/03/2024 09:34:54 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,1.0,1.150012,3,5.0,1,0,07/03/2024 09:35:01 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,1.0,2.645569,3,1.0,4,0,07/03/2024 09:35:06 a. m.,0,0.0,31.45949,60.27185
nicolas,NICOLAS,1.0,2.645569,0,1.0,4,0,07/03/2024 09:35:27 a. m.,0,0.0,0.0,60.27185
nicolas,NICOLAS,1.0,2.645569,0,1.0,4,0,07/03/2024 09:35:49 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,0.4168161,0,2.0,3,0,07/03/2024 09:35:50 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,1.0,3.93375,0,3.0,3,0,07/03/2024 09:35:54 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,1.0,1.816411,0,4.0,0,0,07/03/2024 09:35:56 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,0.1669332,0,5.0,1,0,07/03/2024 09:35:57 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,1.266746,0,6.0,1,0,07/03/2024 09:35:58 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,1.566671,0,7.0,1,0,07/03/2024 09:35:58 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,1.950143,0,8.0,1,0,07/03/2024 09:35:59 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,2.61673,0,9.0,1,0,07/03/2024 09:36:00 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,3.450803,0,10.0,1,0,07/03/2024 09:36:00 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,6.750515,0,11.0,1,0,07/03/2024 09:36:04 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,1.0,10.43418,0,12.0,1,0,07/03/2024 09:36:07 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,1.167868,0,1.0,0,0,07/03/2024 09:36:07 a. m.,0,0.0,20.99861,44.45804
nicolas,NICOLAS,0.0,1.167868,2,1.0,0,0,07/03/2024 09:36:26 a. m.,0,0.0,0.0,44.45804
nicolas,NICOLAS,0.0,1.167868,2,1.0,0,0,07/03/2024 09:37:00 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,1.0,9.751733,2,2.0,0,0,07/03/2024 09:37:09 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,12.66843,2,3.0,3,0,07/03/2024 09:37:31 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,1.0,13.06848,2,4.0,3,0,07/03/2024 09:37:32 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,0.2498397,2,5.0,1,0,07/03/2024 09:37:35 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,1.0,5.400535,2,6.0,1,0,07/03/2024 09:37:40 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,1.0,1.268898,2,7.0,4,0,07/03/2024 09:37:44 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,24.18453,2,1.0,4,0,07/03/2024 09:37:46 a. m.,0,0.0,38.88768,86.02053
nicolas,NICOLAS,0.0,24.18453,8,1.0,4,0,07/03/2024 09:38:12 a. m.,0,0.0,0.0,86.02053
nicolas,NICOLAS,0.0,24.18453,8,1.0,4,0,07/03/2024 09:39:24 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,46.80256,8,2.0,4,0,07/03/2024 09:39:46 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,1.0,46.81938,8,3.0,4,0,07/03/2024 09:39:46 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,1.0,7.651262,8,4.0,3,0,07/03/2024 09:40:06 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,1.216371,8,5.0,1,0,07/03/2024 09:40:19 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,32.7519,8,6.0,1,0,07/03/2024 09:40:50 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,39.50197,8,7.0,1,0,07/03/2024 09:40:57 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,98.27277,8,8.0,1,0,07/03/2024 09:41:56 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,103.4522,8,9.0,1,0,07/03/2024 09:42:01 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,106.4191,8,10.0,1,0,07/03/2024 09:42:04 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,111.3527,8,11.0,1,0,07/03/2024 09:42:09 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,111.7363,8,12.0,1,0,07/03/2024 09:42:09 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,0.0,114.8199,8,13.0,1,0,07/03/2024 09:42:12 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,1.0,117.4034,8,14.0,1,0,07/03/2024 09:42:15 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,1.0,29.95208,8,15.0,3,0,07/03/2024 09:42:57 a. m.,0,0.0,0.0,0.0
nicolas,NICOLAS,1.0,1.516699,8,1.0,4,0,07/03/2024 09:43:05 a. m.,0,0.0,249.296,291.6707
nicolas,NICOLAS,1.0,1.516699,0,1.0,4,0,07/03/2024 09:43:24 a. m.,0,0.0,0.0,291.6707
ALEIDA,ALEIDA,1.0,1.516699,0,1.0,4,0,08/03/2024 05:32:18 p. m.,0,0.0,0.0,0.0
ALEIDA,ALEIDA,1.0,1.222005,0,2.0,4,0,08/03/2024 05:32:20 p. m.,0,0.0,0.0,0.0
ALEIDA,ALEIDA,0.0,0.5031275,0,3.0,3,0,08/03/2024 05:32:21 p. m.,0,0.0,0.0,0.0
ALEIDA,ALEIDA,1.0,0.9342415,0,4.0,3,0,08/03/2024 05:32:22 p. m.,0,0.0,0.0,0.0
ALEIDA,ALEIDA,1.0,1.116928,0,5.0,1,0,08/03/2024 05:32:24 p. m.,0,0.0,0.0,0.0
ALEIDA,ALEIDA,1.0,1.200119,0,1.0,0,0,08/03/2024 05:32:24 p. m.,0,0.0,7.966203,63.44145
ALEIDA,ALEIDA,1.0,1.200119,3,1.0,0,0,08/03/2024 05:32:52 p. m.,0,0.0,0.0,63.44145
ALEIDA,ALEIDA,1.0,1.200119,3,1.0,0,3,08/03/2024 05:34:48 p. m.,0,0.0,0.0,0.0
ALEIDA,ALEIDA,0.0,1.200119,3,2.0,1,3,08/03/2024 05:34:48 p. m.,0,0.0,0.0,0.0
ALEIDA,ALEIDA,1.0,1.066586,3,3.0,4,3,08/03/2024 05:34:53 p. m.,0,0.0,0.0,0.0
ALEIDA,ALEIDA,1.0,0.8836819,3,4.0,3,3,08/03/2024 05:34:58 p. m.,0,0.0,0.0,0.0
ALEIDA,ALEIDA,1.0,0.8161023,3,5.0,4,3,08/03/2024 05:35:03 p. m.,0,0.0,0.0,0.0
ALEIDA,ALEIDA,1.0,0.7000404,3,6.0,3,3,08/03/2024 05:35:08 p. m.,0,0.0,0.0,0.0
ALEIDA,ALEIDA,1.0,3.110683,3,1.0,0,3,08/03/2024 05:35:11 p. m.,0,0.0,24.80539,70.43742
